code,name,cname,lower_name,code_full
P,Puntarenas,蓬塔雷纳斯,puntarenas,CRI00000P
SJ,San Jose,圣何塞,san jose,CRI0000SJ
1,Pinar del Rio,比那尔德里奥,pinar del rio,CUB000001
2,La Habana,哈瓦那,la habana,CUB000002
3,Ciudad de la Habana,哈瓦那城,ciudad de la habana,CUB000003
4,Matanzas,马坦萨斯,matanzas,CUB000004
5,Villa Clara,比亚克拉拉,villa clara,CUB000005
6,Cienfuegos,西恩富戈斯,cienfuegos,CUB000006
7,Sancti Spiritus,圣斯皮里图斯,sancti spiritus,CUB000007
8,Ciego de Avila,谢戈德阿维拉,ciego de avila,CUB000008
9,Camaguey,卡马圭,camaguey,CUB000009
10,Las Tunas,拉斯图纳斯,las tunas,CUB000010
11,Holguin,奥尔金,holguin,CUB000011
12,Granma,格拉玛,granma,CUB000012
13,Santiago de Cuba,圣地亚哥,santiago de cuba,CUB000013
14,Guantanamo,关塔那摩,guantanamo,CUB000014
99,Isla de la Juventud,青年岛特区,isla de la juventud,CUB000099
MAY,Mayari,马亚里,mayari,CUB000MAY
MZO,Manzanillo,曼萨尼罗,manzanillo,CUB000MZO
1,Nicosia,尼科西亚,nicosia,CYP000001
2,Limassol,利马索尔,limassol,CYP000002
3,Larnaca,拉纳卡,larnaca,CYP000003
4,Famagusta,法马古斯塔,famagusta,CYP000004
5,Pafos,帕福斯,pafos,CYP000005
6,Kyrenia,凯里尼亚,kyrenia,CYP000006
JC,Jihomoravsky,南摩拉维亚,jihomoravsky,CZE0000JC
KA,Karlovarsky,卡罗维发利,karlovarsky,CZE0000KA
KR,Kralovehradecky,赫拉德茨-克拉洛韦,kralovehradecky,CZE0000KR
LI,Liberecky,利贝雷克,liberecky,CZE0000LI
MO,Moravskoslezsky,摩拉维亚-西里西亚,moravskoslezsky,CZE0000MO
OL,Olomoucky,奥洛穆茨,olomoucky,CZE0000OL
PA,Pardubicky,帕尔杜比采,pardubicky,CZE0000PA
PL,Plzensky,比尔森,plzensky,CZE0000PL
PR,Prague,布拉格直辖市,prague,CZE0000PR
ST,Stredocesky,中捷克,stredocesky,CZE0000ST
US,Ustecky,乌斯季,ustecky,CZE0000US
VY,Vysocina,维索基纳,vysocina,CZE0000VY
ZL,Zlinsky,兹林,zlinsky,CZE0000ZL
BE,Berlin,柏林,berlin,DEU0000BE
HB,Bremen,不来梅,bremen,DEU0000HB
HH,Hamburg,汉堡,hamburg,DEU0000HH
AGB,Augsburg,奥格斯堡,augsburg,DEU000AGB
ANS,Ansbach,安斯巴格,ansbach,DEU000ANS
ARN,Arnsberg,阿恩斯贝格,arnsberg,DEU000ARN
BFE,Bielefeld,比勒费尔德,bielefeld,DEU000BFE
BOM,Bochum,波鸿,bochum,DEU000BOM
BRW,Brunswick,不伦瑞克,brunswick,DEU000BRW
BYU,Bayreuth,拜伊罗特,bayreuth,DEU000BYU
CGN,Cologne,科隆,cologne,DEU000CGN
CHE,Chemnitz,开姆尼斯,chemnitz,DEU000CHE
DAR,Darmstadt,达姆施塔特,darmstadt,DEU000DAR
DES,Dessau,德绍,dessau,DEU000DES
DET,Detmold,代特莫尔特,detmold,DEU000DET
DRS,Dresden,德累斯顿,dresden,DEU000DRS
DUS,Dusseldorf,杜塞尔多夫,dusseldorf,DEU000DUS
ERF,Erfurt,爱尔福特,erfurt,DEU000ERF
FBG,Freiburg,弗赖堡,freiburg,DEU000FBG
FFO,Frankfurt,法兰克福,frankfurt,DEU000FFO
GBN,GieBen,吉森,gieben,DEU000GBN
HAE,Halle,哈雷,halle,DEU000HAE
HAJ,Hannover,汉诺威,hannover,DEU000HAJ
KAE,Karlsruhe,卡尔斯鲁厄,karlsruhe,DEU000KAE
KAS,Kassel,卡塞尔,kassel,DEU000KAS
KEL,Kiel,基尔,kiel,DEU000KEL
KOB,Koblenz,科布伦次,koblenz,DEU000KOB
LBG,Luneburg,吕讷堡,luneburg,DEU000LBG
LDH,Landshut,兰茨胡特,landshut,DEU000LDH
LEJ,Leipzig,莱比锡,leipzig,DEU000LEJ
MAG,Magdeburg,马格德堡,magdeburg,DEU000MAG
MAI,Mainz,美因兹,mainz,DEU000MAI
MHG,Mannheim,曼海姆,mannheim,DEU000MHG
MUC,Munich,慕尼黑,munich,DEU000MUC
MUN,Muenster,明斯特,muenster,DEU000MUN
NUE,Nuremberg,纽伦堡,nuremberg,DEU000NUE
POT,Potsdam,波茨坦,potsdam,DEU000POT
STR,Stuttgart,斯图加特,stuttgart,DEU000STR
SWH,Schwerin,什未林,schwerin,DEU000SWH
TRI,Trier,特里尔,trier,DEU000TRI
WIB,Wiesbaden,威斯巴登,wiesbaden,DEU000WIB
WUG,Wuerzburg,维尔茨堡,wuerzburg,DEU000WUG
K,Dikhil,迪基勒区,dikhil,DJI00000K
O,Obock,奥博克区,obock,DJI00000O
S,Ali Sabih,阿里萨比赫区,ali sabih,DJI00000S
T,Tadjoura,塔朱拉区,tadjoura,DJI00000T
AR,Aarhus,奥胡斯,aarhus,DNK0000AR
BO,Bornholm,博恩霍尔姆,bornholm,DNK0000BO
FY,Fyn,菲茵,fyn,DNK0000FY
ST,Storstroem,斯多斯特姆,storstroem,DNK0000ST
VS,Vestsjaelland,西希兰,vestsjaelland,DNK0000VS
CPH,Copenhagen,哥本哈根,copenhagen,DNK000CPH
FRE,Frederiksborg,菲特烈堡,frederiksborg,DNK000FRE
RIB,Ribe,里伯,ribe,DNK000RIB
RKE,Roskilde,罗斯基勒,roskilde,DNK000RKE
RKG,Ringkoebing,灵克宾,ringkoebing,DNK000RKG
VBI,Soenderjylland,南日德兰,soenderjylland,DNK000VBI
VEJ,Vejle,维厄勒,vejle,DNK000VEJ
VIB,Viborg,维堡,viborg,DNK000VIB
VSV,Nordjylland,北日德兰,nordjylland,DNK000VSV
AAE,Annaba,安纳巴,annaba,DZA000AAE
ADE,Ain Defla,艾因·德夫拉,ain defla,DZA000ADE
ADR,Adrar,阿德拉尔,adrar,DZA000ADR
ALG,Alger,阿尔及尔,alger,DZA000ALG
ATE,Ain Temouchent,艾因·蒂姆尚特,ain temouchent,DZA000ATE
BAT,Batna,巴特纳,batna,DZA000BAT
BEC,Bechar,贝沙尔,bechar,DZA000BEC
BIS,Biskra,比斯克拉,biskra,DZA000BIS
BJA,Bejaia,贝贾亚,bejaia,DZA000BJA
BLI,Blida,布利达,blida,DZA000BLI
BOA,Bouira,布依拉,bouira,DZA000BOA
BOR,Bordj Bou Arreridj,布尔吉·布阿雷里吉,bordj bou arreridj,DZA000BOR
BOU,Boumerdes,布迈德斯,boumerdes,DZA000BOU
CHL,Chlef,谢里夫,chlef,DZA000CHL
CZL,Constantine,君士坦丁,constantine,DZA000CZL
DJE,Djelfa,杰勒法,djelfa,DZA000DJE
EBA,El Bayadh,贝伊德,el bayadh,DZA000EBA
EOU,El Oued,瓦德,el oued,DZA000EOU
ETA,El Tarf,塔里夫,el tarf,DZA000ETA
GHA,Ghardaia,盖尔达耶,ghardaia,DZA000GHA
GUE,Guelma,盖尔马,guelma,DZA000GUE
ILL,Illizi,伊利齐,illizi,DZA000ILL
IOU,Tizi Ouzou,提济乌祖,tizi ouzou,DZA000IOU
JIJ,Jijel,吉杰尔,jijel,DZA000JIJ
KHE,Khenchela,罕西拉,khenchela,DZA000KHE
LAG,Laghouat,拉格瓦特,laghouat,DZA000LAG
MED,Medea,麦迪亚,medea,DZA000MED
MIL,Mila,密拉,mila,DZA000MIL
MOS,Mostaganem,莫斯塔加纳姆,mostaganem,DZA000MOS
MSI,Msila,姆西拉,msila,DZA000MSI
MUA,Mascara,马斯卡拉,mascara,DZA000MUA
NAA,Naama,纳阿马,naama,DZA000NAA
OEB,Oum el Bouaghi,乌姆布阿基,oum el bouaghi,DZA000OEB
ORA,Oran,奥兰,oran,DZA000ORA
OUA,Ouargla,瓦尔格拉,ouargla,DZA000OUA
REL,Relizane,赫利赞,relizane,DZA000REL
SAH,Souk Ahras,苏克·阿赫拉斯,souk ahras,DZA000SAH
SAI,Saida,赛伊达,saida,DZA000SAI
SBA,Sidi Bel Abbes,西迪贝勒阿贝斯,sidi bel abbes,DZA000SBA
SET,Setif,塞蒂夫,setif,DZA000SET
SKI,Skikda,斯基克达,skikda,DZA000SKI
TAM,Tamanghasset,塔曼拉塞特,tamanghasset,DZA000TAM
TEB,Tebessa,特贝萨,tebessa,DZA000TEB
TIA,Tiaret,提亚雷特,tiaret,DZA000TIA
TIN,Tindouf,廷杜夫,tindouf,DZA000TIN
TIP,Tipaza,蒂巴扎,tipaza,DZA000TIP
TIS,Tissemsilt,蒂斯姆西勒特,tissemsilt,DZA000TIS
TLE,Tlemcen,特莱姆森,tlemcen,DZA000TLE
A,Azuay,阿苏艾,azuay,ECU00000A
B,Bolivar,玻利瓦尔,bolivar,ECU00000B
C,Carchi,卡尔奇,carchi,ECU00000C
D,"Napo, Orellana",纳波，奥雷利亚纳,"napo, orellana",ECU00000D
E,Esmeraldas,埃斯梅拉尔达斯,esmeraldas,ECU00000E
F,Canar,卡尼亚尔,canar,ECU00000F
G,Guayas,瓜亚斯,guayas,ECU00000G
H,Chimborazo,钦博拉索,chimborazo,ECU00000H
I,Imbabura,因巴布拉,imbabura,ECU00000I
L,Loja,洛哈,loja,ECU00000L
M,Manabi,马纳比,manabi,ECU00000M
O,El Oro,埃尔奥罗,el oro,ECU00000O
P,Pichincha,皮钦查,pichincha,ECU00000P
R,Los Rios,洛斯里奥斯,los rios,ECU00000R
S,Morona-Santiago,莫罗纳－圣地亚哥,morona-santiago,ECU00000S
T,Tungurahua,通古拉瓦,tungurahua,ECU00000T
U,Sucumbios,苏昆毕奥斯,sucumbios,ECU00000U
W,Galapagos,加拉帕戈斯,galapagos,ECU00000W
X,Cotopaxi,科托帕希,cotopaxi,ECU00000X
Y,Pastaza,帕斯塔萨,pastaza,ECU00000Y
Z,Zamora-Chinchipe,萨莫拉－钦奇佩,zamora-chinchipe,ECU00000Z
ALY,Alexandria,亚历山大,alexandria,EGY000ALY
ASW,Aswan,阿斯旺,aswan,EGY000ASW
CAI,Cairo,开罗,cairo,EGY000CAI
GBY,Al Ghurdaqah,古尔代盖,al ghurdaqah,EGY000GBY
SKH,Shubra al Khaymah,苏布拉开马,shubra al khaymah,EGY000SKH
BR,Gash Barka,加什·巴尔卡,gash barka,ERI0000BR
DE,Debub,南部,debub,ERI0000DE
DK,Debubawi Keyih Bahri,南红海,debubawi keyih bahri,ERI0000DK
KE,Anseba,安塞巴,anseba,ERI0000KE
MA,Al-Wusta,中部,al-wusta,ERI0000MA
SK,Semenawi Keyih Bahri,北红海,semenawi keyih bahri,ERI0000SK
AGP,Malaga,马拉加,malaga,ESP000AGP
ALA,Alava,阿拉瓦,alava,ESP000ALA
ALB,Albacete,阿尔瓦塞特,albacete,ESP000ALB
ALC,Alicante,阿利坎特,alicante,ESP000ALC
ARL,La Rioja,拉里奥哈,la rioja,ESP000ARL
AST,Asturias,阿斯图利亚斯,asturias,ESP000AST
AVI,Avila,阿维拉,avila,ESP000AVI
BCN,Barcelona,巴塞罗那,barcelona,ESP000BCN
BJZ,Badajoz,巴达霍斯,badajoz,ESP000BJZ
BLR,Baleares,巴利阿里,baleares,ESP000BLR
BUR,Burgos,布尔戈斯,burgos,ESP000BUR
CAD,Cadiz,加的斯,cadiz,ESP000CAD
CAS,Castellon,卡斯特利翁,castellon,ESP000CAS
CCS,Caceres,卡塞雷斯,caceres,ESP000CCS
CIR,Cludad Real,卡斯蒂利亚,cludad real,ESP000CIR
CUE,Cuenca,昆卡,cuenca,ESP000CUE
GRO,Gerona,赫罗纳,gerona,ESP000GRO
GRX,Granada,格拉纳达,granada,ESP000GRX
GUA,Guadalajara,瓜达拉哈拉,guadalajara,ESP000GUA
GUI,Guipuzcoa,吉普斯夸,guipuzcoa,ESP000GUI
HUC,Huesca,韦斯卡,huesca,ESP000HUC
HUV,Huelva,韦尔瓦,huelva,ESP000HUV
JAE,Jaen,哈恩,jaen,ESP000JAE
LCG,La Coruna,拉科鲁尼亚,la coruna,ESP000LCG
LEI,Almeria,阿尔梅里亚,almeria,ESP000LEI
LEN,Leon,莱昂,leon,ESP000LEN
LGO,Provincia de Lugo,卢戈,provincia de lugo,ESP000LGO
LLE,Lleida,莱里达,lleida,ESP000LLE
LPA,Las Palmas,拉斯帕尔马斯,las palmas,ESP000LPA
MAD,Madrid,马德里,madrid,ESP000MAD
MJV,Murcia,穆尔西亚,murcia,ESP000MJV
NVV,Navarra,纳瓦拉,navarra,ESP000NVV
ODB,Cordoba,科尔多瓦,cordoba,ESP000ODB
ORE,Orense,奥伦塞,orense,ESP000ORE
PAC,Palencia,帕伦西亚,palencia,ESP000PAC
PEV,Provincia de Pontevedra,蓬特韦德拉,provincia de pontevedra,ESP000PEV
SCT,Santa Cruz de Tenerife,圣克鲁斯-德特内里费,santa cruz de tenerife,ESP000SCT
SDR,Santander,桑坦德,santander,ESP000SDR
SEG,Segovia,塞哥维亚,segovia,ESP000SEG
SLM,Salamanca,萨拉曼卡,salamanca,ESP000SLM
SOR,Soria,索里亚,soria,ESP000SOR
SVQ,Sevilla,塞维利亚,sevilla,ESP000SVQ
TAR,Tarragona,塔拉戈纳,tarragona,ESP000TAR
TER,Teruel,特鲁埃尔,teruel,ESP000TER
TOL,Toledo,托莱多,toledo,ESP000TOL
VLC,Valencia,巴伦西亚,valencia,ESP000VLC
VLL,Valladolid,巴利亚多利德,valladolid,ESP000VLL
VSE,Vizcaya,比斯开,vizcaya,ESP000VSE
ZAZ,Zaragoza,萨拉戈萨,zaragoza,ESP000ZAZ
ZMR,Zamora,萨莫拉,zamora,ESP000ZMR
37,Harju,哈留,harju,EST000037
39,Hiiu,希尤,hiiu,EST000039
44,Ida-Viru,依达－维鲁,ida-viru,EST000044
49,Jogeva,耶盖瓦,jogeva,EST000049
51,Jarva,耶尔韦,jarva,EST000051
57,Laane,里亚内,laane,EST000057
59,Laane-Viru,维鲁,laane-viru,EST000059
65,Polva,贝尔瓦,polva,EST000065
67,Parnu,帕尔努,parnu,EST000067
70,Rapla,拉普拉,rapla,EST000070
74,Saare,萨雷,saare,EST000074
78,Tartu,塔尔图,tartu,EST000078
82,Valga,瓦尔加,valga,EST000082
84,Viljandi,维良地,viljandi,EST000084
86,Voru,沃鲁,voru,EST000086
AA,Adis abeba,亚的斯亚贝巴,adis abeba,ETH0000AA
AF,Afar,阿法尔,afar,ETH0000AF
AH,Amara,阿姆哈拉,amara,ETH0000AH
BG,Binshangul Gumuz,宾香古尔,binshangul gumuz,ETH0000BG
DD,Dire Dawa,德雷达瓦,dire dawa,ETH0000DD
GB,Gambela Hizboch,甘贝拉各族,gambela hizboch,ETH0000GB
HR,Hareri  Hizb,哈勒里民族,hareri  hizb,ETH0000HR
OR,Oromiya,奥罗米亚,oromiya,ETH0000OR
SM,Sumale,索马里,sumale,ETH0000SM
SN,YeDebub Biheroch,南方各族,yedebub biheroch,ETH0000SN
TG,Tigray,提格雷,tigray,ETH0000TG
ESP,Espoo,埃斯波,espoo,FIN000ESP
HEL,Helsinki,赫尔辛基,helsinki,FIN000HEL
HMY,Hameenlinna,海门林纳,hameenlinna,FIN000HMY
JOE,Joensuu,约恩苏,joensuu,FIN000JOE
KAJ,Kajaani,卡亚尼,kajaani,FIN000KAJ
KOK,Kokkola,科科拉,kokkola,FIN000KOK
KTK,Kotka,科特卡,kotka,FIN000KTK
KUO,Kuopio,库奥皮奥,kuopio,FIN000KUO
LHI,Lahti,拉赫蒂,lahti,FIN000LHI
LPP,Lappeenranta,拉彭兰塔,lappeenranta,FIN000LPP
MHQ,Mariehamn,玛丽港,mariehamn,FIN000MHQ
MIK,Mikkeli,米凯利,mikkeli,FIN000MIK
OLU,Oulu,奥卢,oulu,FIN000OLU
POR,Pori,波里,pori,FIN000POR
PRV,Porvoo,博尔沃,porvoo,FIN000PRV
RVN,Rovaniemi,罗瓦涅米,rovaniemi,FIN000RVN
TKU,Turku,图尔库,turku,FIN000TKU
TMP,Tampere,坦佩雷,tampere,FIN000TMP
VAA,Vaasa,瓦萨,vaasa,FIN000VAA
VAT,Vantaa,万塔,vantaa,FIN000VAT
AJA,Ajaccio,阿雅克修,ajaccio,FRA000AJA
AMI,Amiens,亚眠,amiens,FRA000AMI
ARL,Arles,阿尔勒,arles,FRA000ARL
BSN,Besancon,贝桑松,besancon,FRA000BSN
CFR,Caen,卡昂,caen,FRA000CFR
CSM,Chalons-en-Champagne,沙隆,chalons-en-champagne,FRA000CSM
DIJ,Dijon,第戎,dijon,FRA000DIJ
FRJ,Frejus,弗雷瑞斯,frejus,FRA000FRJ
LIG,Limoges,利摩日,limoges,FRA000LIG
LIO,Lyon,里昂,lyon,FRA000LIO
LLE,Lille,里尔,lille,FRA000LLE
MPL,Montpellier,蒙彼利埃,montpellier,FRA000MPL
MRS,Marseille,马赛,marseille,FRA000MRS
MZM,Metz,梅斯,metz,FRA000MZM
NCE,Nice,尼斯,nice,FRA000NCE
NTE,Nantes,南特,nantes,FRA000NTE
ORR,Orleans,奥尔良,orleans,FRA000ORR
PAR,Paris,巴黎,paris,FRA000PAR
QXB,Aix-en-Provence,艾克斯,aix-en-provence,FRA000QXB
RNS,Rennes,雷恩,rennes,FRA000RNS
TLS,Toulouse,图卢兹,toulouse,FRA000TLS
URO,Rouen,鲁昂,rouen,FRA000URO
VAA,Valence,瓦朗斯,valence,FRA000VAA
ES,Estuaire,河口,estuaire,GAB0000ES
HO,Haut-Ogooue,上奥果韦,haut-ogooue,GAB0000HO
MO,Moyen-Ogooue,中奥果韦,moyen-ogooue,GAB0000MO
NG,Ngounie,恩古涅,ngounie,GAB0000NG
NY,Nyanga,尼扬加,nyanga,GAB0000NY
OI,Ogooue-Ivindo,奥果韦-伊温多,ogooue-ivindo,GAB0000OI
OL,Ogooue-Lolo,奥果韦-洛洛,ogooue-lolo,GAB0000OL
OM,Ogooue-Maritime,滨海奥果韦,ogooue-maritime,GAB0000OM
WN,Woleu-Ntem,沃勒-恩特姆,woleu-ntem,GAB0000WN
BAS,Bath,巴斯,bath,GBRENGBAS
BIR,Birmingham,伯明翰,birmingham,GBRENGBIR
BNH,Brighton & Hove,布莱顿与赫福,brighton & hove,GBRENGBNH
BRD,Bradford,布拉德福德,bradford,GBRENGBRD
BST,Bristol,布里斯托尔,bristol,GBRENGBST
CAM,Cambridge,剑桥,cambridge,GBRENGCAM
CAX,Carlisle,卡莱尔,carlisle,GBRENGCAX
CEG,Chester,切斯特,chester,GBRENGCEG
CNG,Canterbury,坎特伯雷,canterbury,GBRENGCNG
COV,Coventry,考文垂,coventry,GBRENGCOV
CST,Chichester,奇切斯特,chichester,GBRENGCST
DER,Derby,德比,derby,GBRENGDER
DUR,Durham,德罕,durham,GBRENGDUR
ELY,Ely,伊利,ely,GBRENGELY
EXE,Exeter,埃克塞特,exeter,GBRENGEXE
GLO,Gloucester,格洛斯特,gloucester,GBRENGGLO
HAF,Hereford,赫里福德,hereford,GBRENGHAF
KUH,Kingston upon Hull,赫尔河畔京斯敦,kingston upon hull,GBRENGKUH
LAN,Lancaster,兰开斯特,lancaster,GBRENGLAN
LCE,Leicester,列斯特,leicester,GBRENGLCE
LCN,Lincoln,林肯,lincoln,GBRENGLCN
LDS,Leeds,利茲,leeds,GBRENGLDS
LHF,Lichfield,利奇菲尔德,lichfield,GBRENGLHF
LIV,Liverpool,利物浦,liverpool,GBRENGLIV
LND,London,伦敦,london,GBRENGLND
MAN,Manchester,曼彻斯特,manchester,GBRENGMAN
NCL,Newcastle,纽卡斯尔,newcastle,GBRENGNCL
NGM,Nottingham,诺丁汉,nottingham,GBRENGNGM
NRW,Norwich,诺里奇,norwich,GBRENGNRW
OXF,Oxford,牛津,oxford,GBRENGOXF
PLY,Plymouth,普利茅斯,plymouth,GBRENGPLY
POR,Portsmouth,朴茨茅斯,portsmouth,GBRENGPOR
PRE,Preston,普雷斯顿,preston,GBRENGPRE
PTE,Peterborough,彼得伯勒,peterborough,GBRENGPTE
RIP,Ripon,里彭,ripon,GBRENGRIP
SHE,Sheffield,谢菲尔德,sheffield,GBRENGSHE
SLF,Salford,索福特,salford,GBRENGSLF
SLS,Salisbury,索尔斯堡,salisbury,GBRENGSLS
SOT,Stoke-on-Trent,特伦特河畔斯多克,stoke-on-trent,GBRENGSOT
STH,Southampton,南安普敦,southampton,GBRENGSTH
SUN,Sunderland,桑德兰,sunderland,GBRENGSUN
TBL,Saint Albans,圣阿本斯,saint albans,GBRENGTBL
TRU,Truro,特鲁罗,truro,GBRENGTRU
WKF,Wakefield,韦克菲尔德,wakefield,GBRENGWKF
WLS,Wells,威尔斯,wells,GBRENGWLS
WNE,Winchester,温彻斯特,winchester,GBRENGWNE
WOR,Worcester,伍斯特,worcester,GBRENGWOR
WOV,Wolverhampton,伍尔弗汉普顿,wolverhampton,GBRENGWOV
YOR,York,约克,york,GBRENGYOR
BFS,Belfast,贝尔法斯特,belfast,GBRNIRBFS
DRY,Derry,德里,derry,GBRNIRDRY
LSB,Lisburn,利斯本,lisburn,GBRNIRLSB
NYM,Newry,纽里,newry,GBRNIRNYM
ABD,Aberdeen,阿伯丁,aberdeen,GBRSCTABD
DND,Dundee,丹迪,dundee,GBRSCTDND
EDH,Edinburgh,爱丁堡,edinburgh,GBRSCTEDH
GLG,Glasgow,格拉斯哥,glasgow,GBRSCTGLG
INV,Inverness,因弗内斯,inverness,GBRSCTINV
STG,Stirling,斯特灵,stirling,GBRSCTSTG
BAN,Bangor,班戈,bangor,GBRWLSBAN
CDF,Cardiff,卡迪夫,cardiff,GBRWLSCDF
NWP,Newport,纽波特,newport,GBRWLSNWP
SWA,Swansea,斯旺西,swansea,GBRWLSSWA
AS,Ashanti,阿散蒂,ashanti,GHA0000AS
BA,Brong Ahafo,布朗阿哈福,brong ahafo,GHA0000BA
CE,Al-Wusta,中部,al-wusta,GHA0000CE
EA,Eastern,东部,eastern,GHA0000EA
GA,Greater Accra,大阿克拉,greater accra,GHA0000GA
NO,Northern,北部,northern,GHA0000NO
UE,Upper East,上东部,upper east,GHA0000UE
UW,Upper West,上西部,upper west,GHA0000UW
VO,Volta,沃尔特,volta,GHA0000VO
WE,Western,西部,western,GHA0000WE
OBU,Obuasi,奥布阿西,obuasi,GHA000OBU
BOK,Boke,博凯,boke,GIN000BOK
CNK,Conakry,科纳克里,conakry,GIN000CNK
FRN,Faranah,法拉纳,faranah,GIN000FRN
KND,Kindia,金迪亚,kindia,GIN000KND
KNK,Kankan,康康,kankan,GIN000KNK
LAB,Labe,拉贝,labe,GIN000LAB
MAM,Mamou,玛木,mamou,GIN000MAM
NZR,Nzerekore,恩泽雷科雷,nzerekore,GIN000NZR
CY,Cyclades,基克拉迪,cyclades,GRC0000CY
DO,Dodecanese,多德卡尼斯,dodecanese,GRC0000DO
ATH,Athens,雅典,athens,GRC000ATH
CHQ,Chanion,干尼亚,chanion,GRC000CHQ
HER,Irakleiou,伊拉克里翁,irakleiou,GRC000HER
LES,Lesbos,莱斯博斯,lesbos,GRC000LES
LST,Lasithiou,拉西锡,lasithiou,GRC000LST
PRI,Peiraievs,比雷埃夫斯,peiraievs,GRC000PRI
RET,Rethymnis,雷西姆农,rethymnis,GRC000RET
SMI,Samos,萨摩斯,samos,GRC000SMI
AV,Alta Verapaz,上韦拉帕斯,alta verapaz,GTM0000AV
BV,Baja Verapaz,下韦拉帕斯,baja verapaz,GTM0000BV
CM,Chimaltenango,奇马尔特南戈,chimaltenango,GTM0000CM
CQ,Chiquimula,奇基穆拉,chiquimula,GTM0000CQ
ES,Escuintla,埃斯昆特拉,escuintla,GTM0000ES
GU,Guatemala,危地马拉,guatemala,GTM0000GU
HU,Huehuetenango,韦韦特南戈,huehuetenango,GTM0000HU
IZ,Izabal,伊萨瓦尔,izabal,GTM0000IZ
JA,Jalapa,哈拉帕,jalapa,GTM0000JA
JU,Jutiapa,胡蒂亚帕,jutiapa,GTM0000JU
PE,Peten,佩滕,peten,GTM0000PE
PR,El Progreso,埃尔普罗格雷索,el progreso,GTM0000PR
QC,Quiche,基切,quiche,GTM0000QC
QZ,Quetzaltenango,克萨尔特南戈,quetzaltenango,GTM0000QZ
RE,Retalhuleu,雷塔卢莱乌,retalhuleu,GTM0000RE
SM,San Marcos,圣马科斯,san marcos,GTM0000SM
SO,Solola,索洛拉,solola,GTM0000SO
SR,Santa Rosa,圣罗莎,santa rosa,GTM0000SR
ST,Sacatepequez,萨卡特佩克斯,sacatepequez,GTM0000ST
SU,Suchitepequez,苏奇特佩克斯,suchitepequez,GTM0000SU
TO,Totonicapan,托托尼卡潘,totonicapan,GTM0000TO
ZA,Zacapa,萨卡帕,zacapa,GTM0000ZA
MIX,Mixco,米克斯科,mixco,GTM000MIX
VIN,Villa Nueva,新城,villa nueva,GTM000VIN
BW,Barima-Waini,巴里马-瓦伊尼,barima-waini,GUY0000BW
CM,Cuyuni-Mazaruni,库尤尼-马扎鲁尼,cuyuni-mazaruni,GUY0000CM
DM,Demerara-Mahaica,德梅拉拉-马海卡,demerara-mahaica,GUY0000DM
EC,East Berbice-Corentyne,东伯比斯-科兰太因,east berbice-corentyne,GUY0000EC
EW,Essequibo Islands-West Demerara,埃塞奎博群岛-西德梅拉拉,essequibo islands-west demerara,GUY0000EW
MB,Mahaica-Berbice,马海卡-伯比斯,mahaica-berbice,GUY0000MB
PI,Potaro-Siparuni,波塔罗-锡帕鲁尼,potaro-siparuni,GUY0000PI
PM,Pomeroon-Supenaam,波默伦-苏佩纳姆,pomeroon-supenaam,GUY0000PM
UD,Upper Demerara-Berbice,上德梅拉拉-伯比斯,upper demerara-berbice,GUY0000UD
UT,Upper Takutu-Upper Essequibo,上塔库图-上埃塞奎博,upper takutu-upper essequibo,GUY0000UT
AT,Atlantida,阿特兰蒂达,atlantida,HND0000AT
CH,Choluteca,乔卢特卡,choluteca,HND0000CH
CL,Cologne,科隆,cologne,HND0000CL
CM,Comayagua,科马亚瓜,comayagua,HND0000CM
CP,Copan,科潘,copan,HND0000CP
CR,Cortes,科尔特斯,cortes,HND0000CR
FM,Francisco Morazan,弗朗西斯科-莫拉桑,francisco morazan,HND0000FM
GD,Gracias a Dios,格拉西亚斯-阿迪奥斯,gracias a dios,HND0000GD
IB,Islas de la Bahia,海湾群岛,islas de la bahia,HND0000IB
IN,Intibuca,因蒂布卡,intibuca,HND0000IN
LE,Lempira,伦皮拉,lempira,HND0000LE
OC,Ocotepeque,奥科特佩克,ocotepeque,HND0000OC
OL,Olancho,奥兰乔,olancho,HND0000OL
PA,El Paraiso,埃尔帕拉伊索,el paraiso,HND0000PA
PZ,La Paz,拉巴斯,la paz,HND0000PZ
SB,Santa Barbara,圣巴巴拉,santa barbara,HND0000SB
VA,Valle,山谷,valle,HND0000VA
YO,Yoro,约罗,yoro,HND0000YO
CHO,Choloma,乔罗马,choloma,HND000CHO
1,Zagrebacka,萨格勒布,zagrebacka,HRV000001
2,Krapinsko-Zagorska,克拉皮纳-扎戈列,krapinsko-zagorska,HRV000002
3,Sisacko-Moslavacka,锡萨克-莫斯拉维纳,sisacko-moslavacka,HRV000003
4,Karlovacka,卡尔洛瓦茨,karlovacka,HRV000004
5,Varazdinska,瓦拉日丁,varazdinska,HRV000005
6,Koprivnicko-Krizevacka,科普里夫尼察-克里热夫齐,koprivnicko-krizevacka,HRV000006
7,Bjelovarsko-Bilogorska,别洛瓦尔-比洛戈拉,bjelovarsko-bilogorska,HRV000007
8,Primorsko-Goranska,滨海和山区,primorsko-goranska,HRV000008
9,Licko-Senjska,利卡-塞尼,licko-senjska,HRV000009
10,Viroviticko-Podravska,维罗维蒂察-波德拉维纳,viroviticko-podravska,HRV000010
